query_id,doctor_id,rating,total_reviews,experience_years,consultation_fee,distance_km,is_available,accepts_insurance,hospital_type_encoded,avg_consultation_minutes,fee_within_budget,relevance
2402,DOC0043,4.3,743,5,1200,3.53,1,1,1,21,0,7
2402,DOC0060,4.0,607,6,1350,15.77,1,0,1,23,0,4
2402,DOC0063,4.3,725,10,1200,0.98,1,0,1,17,0,8
2402,DOC0091,4.1,474,22,350,9.14,1,1,0,15,1,9
2402,DOC0130,3.6,667,22,1300,4.26,1,1,1,15,0,8
2402,DOC0138,4.7,96,11,1300,11.89,1,1,1,20,0,7
2403,DOC0005,4.5,706,23,350,14.14,1,0,0,10,1,9
2403,DOC0020,3.6,485,3,250,1.95,1,0,0,25,1,9
2403,DOC0042,4.0,661,27,950,7.04,1,0,1,22,0,7
2403,DOC0059,4.4,300,14,800,10.42,0,1,1,9,1,8
2403,DOC0072,4.5,584,25,800,9.44,0,1,1,21,1,9
2403,DOC0084,4.0,244,22,550,5.92,1,1,2,16,1,9
2403,DOC0111,3.6,100,30,800,11.08,1,1,1,17,1,8
2403,DOC0122,3.8,205,15,800,8.9,1,1,1,13,1,9
2403,DOC0143,4.8,748,25,750,8.04,1,0,1,13,1,9
2404,DOC0010,4.5,586,17,600,18.27,1,1,0,8,1,9
2404,DOC0021,3.7,618,21,650,10.73,1,1,0,24,1,9
2404,DOC0044,4.7,618,29,2050,2.08,1,1,1,8,0,9
2404,DOC0088,3.6,290,28,1050,14.96,1,1,2,22,0,7
2404,DOC0096,3.6,545,18,550,10.64,1,1,0,22,1,9
2404,DOC0112,4.0,377,23,2000,4.93,1,0,1,12,0,8
2404,DOC0129,3.8,144,19,2050,0.3,0,1,1,21,0,7
2404,DOC0150,4.0,677,18,2200,14.68,1,1,1,23,0,8
2405,DOC0031,4.3,428,29,950,10.44,1,1,1,10,0,8
2405,DOC0049,3.4,755,27,850,9.07,0,1,1,13,0,5
2405,DOC0082,3.9,329,25,400,2.55,1,0,2,20,1,9
2405,DOC0097,3.9,510,12,250,3.76,1,1,0,21,1,9
2405,DOC0108,3.9,355,27,800,14.51,0,0,1,23,1,7
2405,DOC0127,4.5,751,5,850,12.23,1,0,1,12,0,6
2405,DOC0146,4.2,675,7,950,8.1,1,1,1,12,0,6
2406,DOC0030,3.6,655,14,350,5.99,1,1,0,15,0,7
2406,DOC0048,4.1,656,10,800,14.47,1,0,1,12,0,6
2406,DOC0073,3.6,541,23,950,9.29,1,0,1,21,0,6
2406,DOC0085,3.8,613,31,500,8.94,1,1,2,12,0,7
2406,DOC0092,3.9,214,4,250,6.6,1,0,0,22,0,5
2406,DOC0115,4.4,98,17,850,10.55,1,1,1,10,0,7
2406,DOC0128,3.9,479,27,950,6.63,1,0,1,10,0,7
2407,DOC0008,4.6,782,11,400,11.09,1,1,0,16,1,9
2407,DOC0022,3.6,711,5,500,7.03,1,0,0,20,1,7
2407,DOC0039,4.1,429,17,1650,15.48,1,0,1,8,1,8
2407,DOC0058,4.3,303,9,1600,2.85,1,1,1,24,1,9
2407,DOC0067,4.5,295,24,1750,16.23,1,1,1,13,1,9
2407,DOC0090,4.0,684,32,950,5.29,1,1,2,12,1,9
2407,DOC0116,4.1,480,28,1750,17.98,1,1,1,14,1,9
2407,DOC0134,3.3,158,25,1650,17.43,0,0,1,22,1,4
2408,DOC0006,4.6,675,17,450,19.86,1,1,0,15,1,9
2408,DOC0016,3.4,239,10,400,7.14,1,1,0,23,1,7
2408,DOC0036,4.6,331,12,1650,9.05,1,1,1,21,0,8
2408,DOC0052,4.3,744,23,1800,15.05,1,0,1,13,0,6
2408,DOC0064,4.4,290,5,1700,13.03,1,1,1,14,0,6
2408,DOC0087,4.0,97,26,950,7.95,0,1,2,15,0,6
2408,DOC0102,3.9,382,24,400,8.13,1,1,0,21,1,9
2408,DOC0118,3.9,416,14,1800,14.3,1,0,1,18,0,5
2408,DOC0123,3.8,259,17,1700,10.15,1,1,1,17,0,7
2408,DOC0147,4.4,746,19,1600,13.49,1,0,1,24,0,7
2409,DOC0014,4.0,151,27,300,5.77,1,1,0,25,1,9
2409,DOC0045,3.7,637,30,1000,17.79,1,1,1,23,1,9
2409,DOC0051,3.8,399,28,900,14.19,0,1,1,18,1,9
2409,DOC0062,3.8,644,21,900,14.26,1,0,1,11,1,9
2409,DOC0114,4.4,500,7,850,14.96,1,0,1,17,1,8
2409,DOC0145,3.8,608,15,950,11.65,0,1,1,18,1,9
2410,DOC0053,3.9,108,17,850,10.9,1,1,1,22,1,9
2410,DOC0068,4.1,113,16,900,5.38,1,1,1,21,1,9
2410,DOC0103,3.7,130,19,200,5.92,1,1,0,25,1,9
2410,DOC0110,4.2,41,12,800,7.03,1,1,1,13,1,9
2410,DOC0149,4.5,49,24,900,6.89,0,1,1,16,1,9
2411,DOC0006,4.6,675,17,450,10.87,1,1,0,15,1,9
2411,DOC0016,3.4,239,10,400,5.8,1,1,0,23,1,9
2411,DOC0036,4.6,331,12,1650,14.22,1,1,1,21,1,9
2411,DOC0052,4.3,744,23,1800,3.32,1,0,1,13,1,9
2411,DOC0064,4.4,290,5,1700,15.03,1,1,1,14,1,7
2411,DOC0087,4.0,97,26,950,4.62,0,1,2,15,1,9
2411,DOC0102,3.9,382,24,400,5.66,1,1,0,21,1,9
2411,DOC0118,3.9,416,14,1800,16.78,1,0,1,18,1,6
2411,DOC0123,3.8,259,17,1700,16.17,1,1,1,17,1,8
2411,DOC0147,4.4,746,19,1600,4.52,1,0,1,24,1,9
2412,DOC0015,4.3,707,32,300,14.23,1,0,0,22,0,7
2412,DOC0027,3.5,72,9,300,8.02,0,0,0,21,0,3
2412,DOC0033,4.2,640,22,850,2.64,1,0,1,11,0,9
2412,DOC0080,3.8,644,8,400,12.64,1,0,2,15,0,5
2412,DOC0104,3.6,643,30,300,7.59,1,0,0,16,0,6
2412,DOC0124,3.3,534,27,800,4.11,1,0,1,13,0,6
2412,DOC0140,4.3,607,14,850,10.85,0,1,1,19,0,6
2413,DOC0031,4.3,428,29,950,4.9,1,1,1,10,1,9
2413,DOC0049,3.4,755,27,850,14.96,0,1,1,13,1,7
2413,DOC0082,3.9,329,25,400,9.55,1,0,2,20,1,9
2413,DOC0097,3.9,510,12,250,7.04,1,1,0,21,1,9
2413,DOC0108,3.9,355,27,800,10.18,0,0,1,23,1,7
2413,DOC0127,4.5,751,5,850,6.09,1,0,1,12,1,9
2413,DOC0146,4.2,675,7,950,12.39,1,1,1,12,1,8
2414,DOC0007,4.4,600,28,250,22.11,1,1,0,18,1,9
2414,DOC0023,3.9,753,5,250,14.11,1,1,0,16,1,8
2414,DOC0038,3.5,708,29,1000,5.77,1,0,1,14,0,7
2414,DOC0070,3.8,693,30,900,8.11,1,0,1,22,0,6
2414,DOC0083,4.5,425,12,550,17.98,1,1,2,9,0,7
2414,DOC0099,4.2,690,19,300,14.17,1,1,0,25,1,9
2414,DOC0109,4.4,63,19,900,7.65,1,1,1,22,0,7
2414,DOC0125,3.7,147,30,850,3.87,1,1,1,13,0,7
2414,DOC0139,4.4,680,7,950,18.5,1,1,1,20,0,5
2415,DOC0001,4.0,738,19,400,7.17,1,0,0,15,1,9
2415,DOC0026,3.8,138,31,300,5.65,1,0,0,25,1,9
2415,DOC0043,4.3,743,5,1200,10.85,1,1,1,21,0,6
2415,DOC0060,4.0,607,6,1350,6.09,1,0,1,23,0,6
2415,DOC0063,4.3,725,10,1200,10.17,1,0,1,17,0,6
2415,DOC0091,4.1,474,22,350,4.58,1,1,0,15,1,9
2415,DOC0130,3.6,667,22,1300,12.73,1,1,1,15,0,7
2415,DOC0138,4.7,96,11,1300,2.07,1,1,1,20,0,9
2416,DOC0003,4.4,407,22,200,11.87,0,1,0,17,1,9
2416,DOC0035,4.0,587,19,850,10.12,0,1,1,21,1,9
2416,DOC0054,4.2,206,3,900,6.9,1,0,1,19,1,9
2416,DOC0061,3.7,251,10,800,11.49,1,0,1,20,1,8
2416,DOC0100,4.1,445,29,250,1.64,1,1,0,18,1,9
2416,DOC0137,4.2,456,13,900,5.18,1,0,1,22,1,9
2417,DOC0002,4.2,304,25,150,3.07,1,1,0,18,1,9
2417,DOC0018,3.9,163,9,200,10.3,1,1,0,16,1,7
2417,DOC0041,4.4,581,22,550,15.51,1,0,1,13,0,6
2417,DOC0055,4.1,757,20,350,5.57,1,1,1,25,0,9
2417,DOC0071,4.2,314,23,450,13.97,1,1,1,23,0,8
2417,DOC0081,4.4,314,17,200,12.01,1,1,2,13,1,9
2417,DOC0105,3.5,165,3,100,9.34,1,0,0,8,1,6
2417,DOC0117,4.0,681,6,550,15.45,1,1,1,15,0,5
2417,DOC0126,3.4,481,5,600,17.3,1,1,1,8,0,3
2418,DOC0003,4.4,407,22,200,16.07,0,1,0,17,1,8
2418,DOC0035,4.0,587,19,850,0.64,0,1,1,21,0,9
2418,DOC0054,4.2,206,3,900,15.63,1,0,1,19,0,4
2418,DOC0061,3.7,251,10,800,4.13,1,0,1,20,0,6
2418,DOC0100,4.1,445,29,250,8.05,1,1,0,18,0,8
2418,DOC0137,4.2,456,13,900,12.11,1,0,1,22,0,6
2419,DOC0075,4.3,515,29,900,10.45,1,1,1,25,0,8
2419,DOC0094,4.0,303,28,400,9.91,1,0,0,12,1,9
2419,DOC0120,3.8,152,23,950,11.28,1,1,1,10,0,6
2419,DOC0121,3.4,776,12,950,6.34,1,1,1,9,0,6
2420,DOC0030,3.6,655,14,350,5.4,1,1,0,15,1,9
2420,DOC0048,4.1,656,10,800,3.4,1,0,1,12,1,9
2420,DOC0073,3.6,541,23,950,12.94,1,0,1,21,1,9
2420,DOC0085,3.8,613,31,500,6.46,1,1,2,12,1,9
2420,DOC0092,3.9,214,4,250,4.74,1,0,0,22,1,8
2420,DOC0115,4.4,98,17,850,14.66,1,1,1,10,1,9
2420,DOC0128,3.9,479,27,950,14.76,1,0,1,10,1,9
2421,DOC0003,4.4,407,22,200,19.07,0,1,0,17,1,8
2421,DOC0035,4.0,587,19,850,10.85,0,1,1,21,0,7
2421,DOC0054,4.2,206,3,900,13.3,1,0,1,19,0,5
2421,DOC0061,3.7,251,10,800,14.39,1,0,1,20,0,5
2421,DOC0100,4.1,445,29,250,7.46,1,1,0,18,0,8
2421,DOC0137,4.2,456,13,900,12.39,1,0,1,22,0,6
2422,DOC0009,4.5,132,7,300,4.37,1,1,0,13,1,9
2422,DOC0017,3.4,766,24,250,9.5,0,1,0,11,1,8
2422,DOC0032,4.6,138,13,1000,15.37,1,1,1,16,1,9
2422,DOC0047,3.5,73,11,950,4.27,1,0,1,19,1,8
2422,DOC0069,3.9,798,25,900,14.2,1,0,1,22,1,9
2422,DOC0086,4.2,563,7,550,10.86,1,1,2,16,1,9
2422,DOC0098,3.8,87,13,300,8.6,0,1,0,25,1,7
2422,DOC0107,3.6,245,6,800,15.76,1,1,1,9,1,7
2422,DOC0133,3.9,360,26,900,17.21,0,1,1,19,1,8
2422,DOC0136,4.3,764,11,950,3.14,1,1,1,21,1,9
2423,DOC0014,4.0,151,27,300,14.96,1,1,0,25,0,7
2423,DOC0045,3.7,637,30,1000,10.88,1,1,1,23,0,7
2423,DOC0051,3.8,399,28,900,19.77,0,1,1,18,0,5
2423,DOC0062,3.8,644,21,900,6.55,1,0,1,11,0,7
2423,DOC0114,4.4,500,7,850,5.63,1,0,1,17,0,6
2423,DOC0145,3.8,608,15,950,15.76,0,1,1,18,0,5
2424,DOC0053,3.9,108,17,850,11.58,1,1,1,22,0,6
2424,DOC0068,4.1,113,16,900,8.28,1,1,1,21,0,7
2424,DOC0103,3.7,130,19,200,9.85,1,1,0,25,1,8
2424,DOC0110,4.2,41,12,800,9.34,1,1,1,13,0,6
2424,DOC0149,4.5,49,24,900,7.83,0,1,1,16,0,7
2425,DOC0011,4.6,484,27,300,8.44,0,1,0,16,1,9
2425,DOC0028,3.7,584,8,350,4.54,1,0,0,25,1,8
2425,DOC0037,4.4,773,24,800,9.59,1,1,1,10,0,8
2425,DOC0046,3.9,408,8,750,6.95,1,1,1,22,0,7
2425,DOC0065,4.6,629,29,800,9.25,1,1,1,17,0,9
2425,DOC0078,4.3,652,30,500,8.06,0,1,2,17,1,9
2425,DOC0095,3.9,351,7,150,3.44,0,1,0,16,1,8
2425,DOC0113,4.1,525,7,950,10.97,1,1,1,22,0,6
2425,DOC0148,4.5,649,7,900,3.16,1,1,1,24,0,8
2426,DOC0006,4.6,675,17,450,1.77,1,1,0,15,0,9
2426,DOC0016,3.4,239,10,400,11.07,1,1,0,23,0,5
2426,DOC0036,4.6,331,12,1650,15.05,1,1,1,21,0,7
2426,DOC0052,4.3,744,23,1800,7.63,1,0,1,13,0,7
2426,DOC0064,4.4,290,5,1700,12.94,1,1,1,14,0,6
2426,DOC0087,4.0,97,26,950,13.44,0,1,2,15,0,6
2426,DOC0102,3.9,382,24,400,10.01,1,1,0,21,0,7
2426,DOC0118,3.9,416,14,1800,14.29,1,0,1,18,0,5
2426,DOC0123,3.8,259,17,1700,16.72,1,1,1,17,0,6
2426,DOC0147,4.4,746,19,1600,5.28,1,0,1,24,0,8
2427,DOC0009,4.5,132,7,300,5.57,1,1,0,13,1,9
2427,DOC0017,3.4,766,24,250,7.8,0,1,0,11,1,8
2427,DOC0032,4.6,138,13,1000,11.28,1,1,1,16,0,7
2427,DOC0047,3.5,73,11,950,7.65,1,0,1,19,0,4
2427,DOC0069,3.9,798,25,900,9.6,1,0,1,22,0,6
2427,DOC0086,4.2,563,7,550,11.06,1,1,2,16,1,8
2427,DOC0098,3.8,87,13,300,6.7,0,1,0,25,1,8
2427,DOC0107,3.6,245,6,800,11.12,1,1,1,9,1,7
2427,DOC0133,3.9,360,26,900,13.0,0,1,1,19,0,6
2427,DOC0136,4.3,764,11,950,3.78,1,1,1,21,0,8
2428,DOC0004,4.0,697,25,150,19.04,1,1,0,17,1,9
2428,DOC0019,4.4,262,6,150,7.07,1,1,0,23,1,9
2428,DOC0034,3.9,392,3,900,13.23,1,1,1,18,1,7
2428,DOC0066,4.3,468,11,900,16.43,0,1,1,9,1,7
2428,DOC0077,3.7,685,18,550,4.34,0,1,2,18,1,9
2428,DOC0093,3.8,598,4,350,8.15,1,0,0,25,1,7
2428,DOC0132,3.7,64,15,950,14.74,1,1,1,19,1,8
2428,DOC0144,3.9,46,10,950,12.22,1,0,1,19,1,6
2429,DOC0010,4.5,586,17,600,11.77,1,1,0,8,0,9
2429,DOC0021,3.7,618,21,650,1.74,1,1,0,24,0,9
2429,DOC0044,4.7,618,29,2050,7.66,1,1,1,8,0,9
2429,DOC0088,3.6,290,28,1050,6.33,1,1,2,22,0,8
2429,DOC0096,3.6,545,18,550,0.98,1,1,0,22,0,9
2429,DOC0112,4.0,377,23,2000,10.62,1,0,1,12,0,7
2429,DOC0129,3.8,144,19,2050,9.62,0,1,1,21,0,5
2429,DOC0150,4.0,677,18,2200,5.84,1,1,1,23,0,9
2430,DOC0008,4.6,782,11,400,14.25,1,1,0,16,1,9
2430,DOC0022,3.6,711,5,500,5.2,1,0,0,20,1,8
2430,DOC0039,4.1,429,17,1650,3.52,1,0,1,8,1,9
2430,DOC0058,4.3,303,9,1600,12.78,1,1,1,24,1,9
2430,DOC0067,4.5,295,24,1750,5.8,1,1,1,13,1,9
2430,DOC0090,4.0,684,32,950,9.66,1,1,2,12,1,9
2430,DOC0116,4.1,480,28,1750,7.36,1,1,1,14,1,9
2430,DOC0134,3.3,158,25,1650,5.47,0,0,1,22,1,7
2431,DOC0001,4.0,738,19,400,8.54,1,0,0,15,0,7
2431,DOC0026,3.8,138,31,300,4.28,1,0,0,25,0,6
2431,DOC0043,4.3,743,5,1200,10.67,1,1,1,21,0,6
2431,DOC0060,4.0,607,6,1350,5.62,1,0,1,23,0,6
2431,DOC0063,4.3,725,10,1200,10.65,1,0,1,17,0,6
2431,DOC0091,4.1,474,22,350,3.3,1,1,0,15,0,9
2431,DOC0130,3.6,667,22,1300,12.61,1,1,1,15,0,7
2431,DOC0138,4.7,96,11,1300,2.23,1,1,1,20,0,9
2432,DOC0014,4.0,151,27,300,4.71,1,1,0,25,1,9
2432,DOC0045,3.7,637,30,1000,12.2,1,1,1,23,0,7
2432,DOC0051,3.8,399,28,900,9.47,0,1,1,18,0,6
2432,DOC0062,3.8,644,21,900,9.68,1,0,1,11,0,6
2432,DOC0114,4.4,500,7,850,10.96,1,0,1,17,0,5
2432,DOC0145,3.8,608,15,950,5.9,0,1,1,18,0,7
2433,DOC0009,4.5,132,7,300,12.83,1,1,0,13,1,9
2433,DOC0017,3.4,766,24,250,0.15,0,1,0,11,1,9
2433,DOC0032,4.6,138,13,1000,8.81,1,1,1,16,0,7
2433,DOC0047,3.5,73,11,950,8.4,1,0,1,19,0,4
2433,DOC0069,3.9,798,25,900,10.58,1,0,1,22,0,6
2433,DOC0086,4.2,563,7,550,4.52,1,1,2,16,1,9
2433,DOC0098,3.8,87,13,300,1.2,0,1,0,25,1,9
2433,DOC0107,3.6,245,6,800,12.3,1,1,1,9,1,7
2433,DOC0133,3.9,360,26,900,10.72,0,1,1,19,0,6
2433,DOC0136,4.3,764,11,950,6.36,1,1,1,21,0,8
2434,DOC0009,4.5,132,7,300,21.5,1,1,0,13,1,8
2434,DOC0017,3.4,766,24,250,9.63,0,1,0,11,1,8
2434,DOC0032,4.6,138,13,1000,7.22,1,1,1,16,0,7
2434,DOC0047,3.5,73,11,950,18.06,1,0,1,19,0,3
2434,DOC0069,3.9,798,25,900,11.65,1,0,1,22,0,6
2434,DOC0086,4.2,563,7,550,11.71,1,1,2,16,1,8
2434,DOC0098,3.8,87,13,300,10.34,0,1,0,25,1,7
2434,DOC0107,3.6,245,6,800,12.51,1,1,1,9,1,7
2434,DOC0133,3.9,360,26,900,7.58,0,1,1,19,0,6
2434,DOC0136,4.3,764,11,950,15.78,1,1,1,21,0,6
2435,DOC0006,4.6,675,17,450,6.03,1,1,0,15,1,9
2435,DOC0016,3.4,239,10,400,7.07,1,1,0,23,1,8
2435,DOC0036,4.6,331,12,1650,13.08,1,1,1,21,0,8
2435,DOC0052,4.3,744,23,1800,4.26,1,0,1,13,0,8
2435,DOC0064,4.4,290,5,1700,12.33,1,1,1,14,0,6
2435,DOC0087,4.0,97,26,950,8.95,0,1,2,15,0,6
2435,DOC0102,3.9,382,24,400,6.15,1,1,0,21,1,9
2435,DOC0118,3.9,416,14,1800,13.97,1,0,1,18,0,5
2435,DOC0123,3.8,259,17,1700,14.97,1,1,1,17,0,7
2435,DOC0147,4.4,746,19,1600,0.79,1,0,1,24,0,9
2436,DOC0011,4.6,484,27,300,12.79,0,1,0,16,1,9
2436,DOC0028,3.7,584,8,350,2.29,1,0,0,25,1,9
2436,DOC0037,4.4,773,24,800,6.49,1,1,1,10,1,9
2436,DOC0046,3.9,408,8,750,10.01,1,1,1,22,1,8
2436,DOC0065,4.6,629,29,800,8.17,1,1,1,17,1,9
2436,DOC0078,4.3,652,30,500,6.92,0,1,2,17,1,9
2436,DOC0095,3.9,351,7,150,2.09,0,1,0,16,1,9
2436,DOC0113,4.1,525,7,950,9.88,1,1,1,22,0,6
2436,DOC0148,4.5,649,7,900,7.1,1,1,1,24,0,7
2437,DOC0007,4.4,600,28,250,4.51,1,1,0,18,1,9
2437,DOC0023,3.9,753,5,250,8.95,1,1,0,16,1,8
2437,DOC0038,3.5,708,29,1000,12.22,1,0,1,14,1,8
2437,DOC0070,3.8,693,30,900,10.22,1,0,1,22,1,8
2437,DOC0083,4.5,425,12,550,12.06,1,1,2,9,1,9
2437,DOC0099,4.2,690,19,300,7.84,1,1,0,25,1,9
2437,DOC0109,4.4,63,19,900,11.65,1,1,1,22,1,9
2437,DOC0125,3.7,147,30,850,13.89,1,1,1,13,1,8
2437,DOC0139,4.4,680,7,950,4.38,1,1,1,20,1,9
2438,DOC0015,4.3,707,32,300,21.2,1,0,0,22,1,9
2438,DOC0027,3.5,72,9,300,8.65,0,0,0,21,1,6
2438,DOC0033,4.2,640,22,850,8.9,1,0,1,11,1,9
2438,DOC0080,3.8,644,8,400,9.75,1,0,2,15,1,8
2438,DOC0104,3.6,643,30,300,9.56,1,0,0,16,1,9
2438,DOC0124,3.3,534,27,800,9.68,1,0,1,13,1,8
2438,DOC0140,4.3,607,14,850,15.01,0,1,1,19,1,8
2439,DOC0007,4.4,600,28,250,9.29,1,1,0,18,1,9
2439,DOC0023,3.9,753,5,250,4.36,1,1,0,16,1,9
2439,DOC0038,3.5,708,29,1000,8.28,1,0,1,14,1,9
2439,DOC0070,3.8,693,30,900,8.0,1,0,1,22,1,9
2439,DOC0083,4.5,425,12,550,8.47,1,1,2,9,1,9
2439,DOC0099,4.2,690,19,300,3.28,1,1,0,25,1,9
2439,DOC0109,4.4,63,19,900,9.73,1,1,1,22,1,9
2439,DOC0125,3.7,147,30,850,10.17,1,1,1,13,1,9
2439,DOC0139,4.4,680,7,950,4.48,1,1,1,20,1,9
2440,DOC0003,4.4,407,22,200,5.56,0,1,0,17,1,9
2440,DOC0035,4.0,587,19,850,16.04,0,1,1,21,1,9
2440,DOC0054,4.2,206,3,900,3.01,1,0,1,19,1,9
2440,DOC0061,3.7,251,10,800,15.19,1,0,1,20,1,7
2440,DOC0100,4.1,445,29,250,8.71,1,1,0,18,1,9
2440,DOC0137,4.2,456,13,900,3.37,1,0,1,22,1,9
2441,DOC0010,4.5,586,17,600,12.91,1,1,0,8,0,9
2441,DOC0021,3.7,618,21,650,0.6,1,1,0,24,0,9
2441,DOC0044,4.7,618,29,2050,8.06,1,1,1,8,0,9
2441,DOC0088,3.6,290,28,1050,5.21,1,1,2,22,0,8
2441,DOC0096,3.6,545,18,550,1.18,1,1,0,22,0,9
2441,DOC0112,4.0,377,23,2000,11.59,1,0,1,12,0,7
2441,DOC0129,3.8,144,19,2050,9.98,0,1,1,21,0,5
2441,DOC0150,4.0,677,18,2200,6.63,1,1,1,23,0,9
2442,DOC0053,3.9,108,17,850,16.63,1,1,1,22,0,5
2442,DOC0068,4.1,113,16,900,1.46,1,1,1,21,0,9
2442,DOC0103,3.7,130,19,200,10.81,1,1,0,25,1,8
2442,DOC0110,4.2,41,12,800,1.64,1,1,1,13,0,8
2442,DOC0149,4.5,49,24,900,12.61,0,1,1,16,0,7
2443,DOC0001,4.0,738,19,400,5.83,1,0,0,15,0,8
2443,DOC0026,3.8,138,31,300,9.83,1,0,0,25,0,5
2443,DOC0043,4.3,743,5,1200,16.52,1,1,1,21,0,5
2443,DOC0060,4.0,607,6,1350,2.84,1,0,1,23,0,7
2443,DOC0063,4.3,725,10,1200,15.71,1,0,1,17,0,5
2443,DOC0091,4.1,474,22,350,9.08,1,1,0,15,0,8
2443,DOC0130,3.6,667,22,1300,18.41,1,1,1,15,0,6
2443,DOC0138,4.7,96,11,1300,3.81,1,1,1,20,0,8
2444,DOC0014,4.0,151,27,300,10.37,1,1,0,25,0,7
2444,DOC0045,3.7,637,30,1000,6.35,1,1,1,23,0,8
2444,DOC0051,3.8,399,28,900,11.08,0,1,1,18,0,6
2444,DOC0062,3.8,644,21,900,5.11,1,0,1,11,0,7
2444,DOC0114,4.4,500,7,850,6.82,1,0,1,17,0,6
2444,DOC0145,3.8,608,15,950,7.14,0,1,1,18,0,6
2445,DOC0053,3.9,108,17,850,2.82,1,1,1,22,1,9
2445,DOC0068,4.1,113,16,900,18.29,1,1,1,21,1,9
2445,DOC0103,3.7,130,19,200,9.22,1,1,0,25,1,9
2445,DOC0110,4.2,41,12,800,20.03,1,1,1,13,1,8
2445,DOC0149,4.5,49,24,900,6.58,0,1,1,16,1,9
2446,DOC0014,4.0,151,27,300,3.48,1,1,0,25,1,9
2446,DOC0045,3.7,637,30,1000,13.93,1,1,1,23,0,7
2446,DOC0051,3.8,399,28,900,10.05,0,1,1,18,0,6
2446,DOC0062,3.8,644,21,900,11.16,1,0,1,11,0,6
2446,DOC0114,4.4,500,7,850,12.31,1,0,1,17,0,5
2446,DOC0145,3.8,608,15,950,6.95,0,1,1,18,0,7
2447,DOC0030,3.6,655,14,350,1.33,1,1,0,15,1,9
2447,DOC0048,4.1,656,10,800,8.85,1,0,1,12,1,9
2447,DOC0073,3.6,541,23,950,9.16,1,0,1,21,1,9
2447,DOC0085,3.8,613,31,500,5.98,1,1,2,12,1,9
2447,DOC0092,3.9,214,4,250,0.88,1,0,0,22,1,9
2447,DOC0115,4.4,98,17,850,10.89,1,1,1,10,1,9
2447,DOC0128,3.9,479,27,950,9.64,1,0,1,10,1,9
2448,DOC0011,4.6,484,27,300,21.15,0,1,0,16,1,9
2448,DOC0028,3.7,584,8,350,10.96,1,0,0,25,1,7
2448,DOC0037,4.4,773,24,800,18.08,1,1,1,10,0,7
2448,DOC0046,3.9,408,8,750,13.14,1,1,1,22,0,6
2448,DOC0065,4.6,629,29,800,21.02,1,1,1,17,0,8
2448,DOC0078,4.3,652,30,500,6.63,0,1,2,17,1,9
2448,DOC0095,3.9,351,7,150,11.89,0,1,0,16,1,7
2448,DOC0113,4.1,525,7,950,22.64,1,1,1,22,0,5
2448,DOC0148,4.5,649,7,900,14.53,1,1,1,24,0,7
2449,DOC0011,4.6,484,27,300,13.17,0,1,0,16,0,8
2449,DOC0028,3.7,584,8,350,2.86,1,0,0,25,0,7
2449,DOC0037,4.4,773,24,800,5.86,1,1,1,10,0,9
2449,DOC0046,3.9,408,8,750,10.63,1,1,1,22,0,6
2449,DOC0065,4.6,629,29,800,7.71,1,1,1,17,0,9
2449,DOC0078,4.3,652,30,500,7.43,0,1,2,17,0,7
2449,DOC0095,3.9,351,7,150,2.73,0,1,0,16,1,8
2449,DOC0113,4.1,525,7,950,9.39,1,1,1,22,0,6
2449,DOC0148,4.5,649,7,900,7.64,1,1,1,24,0,7
2450,DOC0005,4.5,706,23,350,10.89,1,0,0,10,1,9
2450,DOC0020,3.6,485,3,250,2.48,1,0,0,25,1,9
2450,DOC0042,4.0,661,27,950,10.6,1,0,1,22,1,9
2450,DOC0059,4.4,300,14,800,6.02,0,1,1,9,1,9
2450,DOC0072,4.5,584,25,800,11.58,0,1,1,21,1,9
2450,DOC0084,4.0,244,22,550,4.59,1,1,2,16,1,9
2450,DOC0111,3.6,100,30,800,13.34,1,1,1,17,1,9
2450,DOC0122,3.8,205,15,800,12.56,1,1,1,13,1,9
2450,DOC0143,4.8,748,25,750,4.16,1,0,1,13,1,9
2451,DOC0014,4.0,151,27,300,18.62,1,1,0,25,0,6
2451,DOC0045,3.7,637,30,1000,2.11,1,1,1,23,0,9
2451,DOC0051,3.8,399,28,900,17.47,0,1,1,18,0,5
2451,DOC0062,3.8,644,21,900,6.41,1,0,1,11,0,7
2451,DOC0114,4.4,500,7,850,7.04,1,0,1,17,0,5
2451,DOC0145,3.8,608,15,950,14.22,0,1,1,18,0,6
2452,DOC0003,4.4,407,22,200,14.73,0,1,0,17,1,9
2452,DOC0035,4.0,587,19,850,9.3,0,1,1,21,0,7
2452,DOC0054,4.2,206,3,900,9.57,1,0,1,19,0,5
2452,DOC0061,3.7,251,10,800,11.77,1,0,1,20,0,5
2452,DOC0100,4.1,445,29,250,3.18,1,1,0,18,1,9
2452,DOC0137,4.2,456,13,900,8.11,1,0,1,22,0,6
2453,DOC0006,4.6,675,17,450,13.17,1,1,0,15,1,9
2453,DOC0016,3.4,239,10,400,1.02,1,1,0,23,1,9
2453,DOC0036,4.6,331,12,1650,7.66,1,1,1,21,0,8
2453,DOC0052,4.3,744,23,1800,9.39,1,0,1,13,0,7
2453,DOC0064,4.4,290,5,1700,9.6,1,1,1,14,0,6
2453,DOC0087,4.0,97,26,950,5.51,0,1,2,15,0,7
2453,DOC0102,3.9,382,24,400,1.51,1,1,0,21,1,9
2453,DOC0118,3.9,416,14,1800,11.29,1,0,1,18,0,5
